"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Vermont"	"50"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	Suppressed	44983	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	36270	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	36360	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	36783	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	38146	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	Suppressed	37880	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	11	37821	Unreliable
	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	11	38048	Unreliable
	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	Suppressed	38507	Suppressed
	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	13	39513	Unreliable
	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	10	39641	Unreliable
	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	Suppressed	35683	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	Suppressed	36052	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	Suppressed	36556	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	Suppressed	38944	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	Suppressed	39528	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	10	34918	Unreliable
	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	Suppressed	35215	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	Suppressed	35702	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	Suppressed	38638	Suppressed
	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	Suppressed	39651	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	Suppressed	41028	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	0	39541	Unreliable
	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	0	38328	Unreliable
	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	0	38848	Unreliable
	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	Suppressed	37995	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	Suppressed	39691	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	Suppressed	38510	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	Suppressed	37476	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	Suppressed	38874	Suppressed
	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	Suppressed	38763	Suppressed
	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	0	49499	Unreliable
	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	Suppressed	48971	Suppressed
	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	Suppressed	48215	Suppressed
	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	Suppressed	48902	Suppressed
	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	47561	Suppressed
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	12	46990	Unreliable
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	12	46408	Unreliable
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	12	45476	Unreliable
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	13	47277	Unreliable
	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	11	46156	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	37743	Suppressed
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	0	38979	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	0	40097	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	0	42335	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	0	42880	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	10	35150	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	10	36227	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	Suppressed	37516	Suppressed
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	11	40205	Unreliable
	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	11	40602	Unreliable
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	0	18475	Unreliable
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	0	19206	Unreliable
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	19859	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	0	20271	Unreliable
	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	22345	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	Suppressed	15418	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	Suppressed	16190	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	Suppressed	16765	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	Suppressed	17284	Suppressed
	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	Suppressed	19187	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	509684	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	Suppressed	507753	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	510220	Unreliable
	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	518851	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	511311	Unreliable
	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	533135	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	532368	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	11	535003	Unreliable
	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	545910	Suppressed
	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	537629	Suppressed
	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	14	545502	Unreliable
	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	541641	Suppressed
	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	543122	Suppressed
	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	11	548756	Unreliable
	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	12	561537	Unreliable
	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	92	575594	16.0
	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	76	571806	13.3
	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	103	573996	17.9
	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	115	580340	19.8
	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	93	592235	15.7
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	587140	Suppressed
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	14	586490	Unreliable
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	24	588296	4.1
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	17	582450	Unreliable
	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	16	577364	Unreliable
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	67	603166	11.1
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	86	603891	14.2
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	84	607181	13.8
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	102	596595	17.1
	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	109	597122	18.3
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	18	555542	Unreliable
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	14	558642	Unreliable
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	14	566350	Unreliable
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	13	578051	Unreliable
	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	12	580020	Unreliable
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	79	549341	14.4
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	64	553854	11.6
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	70	560741	12.5
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	73	581709	12.5
	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	80	587919	13.6
	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	17	573332	Unreliable
	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	25	559957	4.5
	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	16	551026	Unreliable
	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	17	546032	Unreliable
	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	13	538304	Unreliable
	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	73	552052	13.2
	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	77	540317	14.3
	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	83	533288	15.6
	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	80	540280	14.8
	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	73	537600	13.6
	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	25	574287	4.4
	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	17	577784	Unreliable
	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	18	579046	Unreliable
	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	17	576264	Unreliable
	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	16	567119	Unreliable
	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	113	532585	21.2
	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	101	536633	18.8
	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	89	537785	16.5
	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	76	549576	13.8
	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	92	542978	16.9
	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	16	417101	Unreliable
	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	12	429939	Unreliable
	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	10	443742	Unreliable
	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	Suppressed	453828	Suppressed
	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	456376	Suppressed
	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	68	361937	18.8
	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	68	372352	18.3
	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	75	383824	19.5
	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	90	399470	22.5
	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	78	401713	19.4
	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	Suppressed	216564	Suppressed
	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	Suppressed	226348	Suppressed
	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	234508	Suppressed
	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	230624	Suppressed
	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	252156	Suppressed
	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	60	167907	35.7
	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	65	175782	37.0
	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	63	182334	34.6
	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	57	181745	31.4
	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	72	197885	36.4
	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	454397	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	456937	Unreliable
	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	Suppressed	459978	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	467124	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	Suppressed	456031	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	475321	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	478834	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	482459	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	491324	Suppressed
	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	479515	Suppressed
	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	11	448380	Unreliable
	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	448320	Suppressed
	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	12	450206	Unreliable
	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	Suppressed	452770	Suppressed
	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	463588	Suppressed
	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	80	479932	16.7
	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	60	481002	12.5
	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	79	481095	16.4
	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	76	483661	15.7
	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	58	498808	11.6
	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	556243	Suppressed
	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	12	563850	Unreliable
	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	13	569944	Unreliable
	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	13	563746	Unreliable
	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	13	564121	Unreliable
	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	67	597114	11.2
	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	86	608225	14.1
	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	83	619608	13.4
	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	96	609639	15.7
	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	97	617484	15.7
	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	12	493095	Unreliable
	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	14	505087	Unreliable
	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	13	518263	Unreliable
	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	10	532219	Unreliable
	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	Suppressed	535554	Suppressed
	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	62	509774	12.2
	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	72	523054	13.8
	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	75	538837	13.9
	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	73	563085	13.0
	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	70	573948	12.2
	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	14	464392	Unreliable
	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	14	459316	Unreliable
	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	Suppressed	457318	Suppressed
	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	12	457592	Unreliable
	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	11	454104	Unreliable
	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	63	469139	13.4
	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	91	464461	19.6
	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	71	463926	15.3
	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	62	475111	13.0
	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	69	476179	14.5
	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	13	491468	Unreliable
	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	19	489966	Unreliable
	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	16	486573	Unreliable
	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	17	479556	Unreliable
	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	15	467640	Unreliable
	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	96	469403	20.5
	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	90	469642	19.2
	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	93	467568	19.9
	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	69	473670	14.6
	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	96	464425	20.7
	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	14	372307	Unreliable
	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	387277	Suppressed
	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	Suppressed	400347	Suppressed
	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	Suppressed	409388	Suppressed
	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	11	410792	Unreliable
	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	78	336501	23.2
	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	63	348247	18.1
	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	53	358158	14.8
	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	83	373143	22.2
	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	93	373790	24.9
	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	Suppressed	175352	Suppressed
	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	Suppressed	185101	Suppressed
	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	192835	Suppressed
	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	191006	Suppressed
	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	211596	Suppressed
	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	43	146689	29.3
	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	66	154520	42.7
	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	58	161153	36.0
	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	65	160994	40.4
	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	70	177263	39.5
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	Suppressed	99944	Suppressed
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	98954	Unreliable
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	98628	Unreliable
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	0	99723	Unreliable
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	97232	Unreliable
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	105487	Suppressed
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	104518	Suppressed
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	103750	Suppressed
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	105193	Suppressed
	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	0	102267	Unreliable
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	Suppressed	106535	Suppressed
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	104911	Suppressed
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	104464	Suppressed
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	Suppressed	105360	Suppressed
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	107747	Suppressed
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	23	113786	20.2
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	19	111945	Unreliable
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	22	111506	19.7
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	16	112748	Unreliable
	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	22	116314	18.9
	"West Virginia"	"54"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	104704	Suppressed
	"West Virginia"	"54"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	0	103862	Unreliable
	"West Virginia"	"54"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	103853	Suppressed
	"West Virginia"	"54"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	0	103330	Unreliable
